dropout experiment with dropout=0.4
-Iter 0, Training Loss= 4.985899, Accuracy Top1 = 0.0000, Top5 = 0.0312
-Iter 1750, Training Loss= 6.082069, Accuracy Top1 = 0.1719, Top5 = 0.3438
-Iter 1750, Validation Loss= 4.329788, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 1800, Training Loss= 3.548183, Accuracy Top1 = 0.1875, Top5 = 0.3750
-Iter 1800, Validation Loss= 3.704456, Accuracy Top1 = 0.1406, Top5 = 0.4375
-Iter 1850, Training Loss= 3.317768, Accuracy Top1 = 0.1562, Top5 = 0.4531
-Iter 1850, Validation Loss= 3.493808, Accuracy Top1 = 0.1250, Top5 = 0.4062
-Iter 1900, Training Loss= 3.606827, Accuracy Top1 = 0.1250, Top5 = 0.4062
-Iter 1900, Validation Loss= 3.410636, Accuracy Top1 = 0.1875, Top5 = 0.4688
-Iter 1950, Training Loss= 5.625120, Accuracy Top1 = 0.1094, Top5 = 0.2656
-Iter 1950, Validation Loss= 5.125559, Accuracy Top1 = 0.1406, Top5 = 0.2969
-Iter 2000, Training Loss= 2.961597, Accuracy Top1 = 0.1875, Top5 = 0.5625
-Iter 2000, Validation Loss= 3.414308, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 2050, Training Loss= 3.579023, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 2050, Validation Loss= 2.871045, Accuracy Top1 = 0.3438, Top5 = 0.6250
-Iter 2100, Training Loss= 3.324145, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 2100, Validation Loss= 3.689890, Accuracy Top1 = 0.3281, Top5 = 0.4531
-Iter 2150, Training Loss= 3.320547, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 2150, Validation Loss= 3.238370, Accuracy Top1 = 0.2344, Top5 = 0.4375
-Iter 2200, Training Loss= 3.606064, Accuracy Top1 = 0.1406, Top5 = 0.3906
-Iter 2200, Validation Loss= 3.483887, Accuracy Top1 = 0.1719, Top5 = 0.4688
-Iter 2250, Training Loss= 5.061221, Accuracy Top1 = 0.2031, Top5 = 0.3906
-Iter 2250, Validation Loss= 4.164265, Accuracy Top1 = 0.2344, Top5 = 0.4531
-Iter 2300, Training Loss= 3.406229, Accuracy Top1 = 0.1562, Top5 = 0.4844
-Iter 2300, Validation Loss= 3.175251, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 2350, Training Loss= 3.059682, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 2350, Validation Loss= 3.624650, Accuracy Top1 = 0.2031, Top5 = 0.3594
-Iter 2400, Training Loss= 3.367474, Accuracy Top1 = 0.1719, Top5 = 0.3594
-Iter 2400, Validation Loss= 3.331562, Accuracy Top1 = 0.2031, Top5 = 0.4062
-Iter 2450, Training Loss= 3.124074, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 2450, Validation Loss= 2.946807, Accuracy Top1 = 0.2812, Top5 = 0.5781
-Iter 2500, Training Loss= 3.782988, Accuracy Top1 = 0.1875, Top5 = 0.4844
-Iter 2500, Validation Loss= 5.599881, Accuracy Top1 = 0.1875, Top5 = 0.3750
-Iter 2550, Training Loss= 2.979091, Accuracy Top1 = 0.2812, Top5 = 0.5469
-Iter 2550, Validation Loss= 3.972110, Accuracy Top1 = 0.1719, Top5 = 0.4531
-Iter 2600, Training Loss= 3.307138, Accuracy Top1 = 0.1562, Top5 = 0.5000
-Iter 2600, Validation Loss= 4.305712, Accuracy Top1 = 0.2188, Top5 = 0.4375
-Iter 2650, Training Loss= 2.978208, Accuracy Top1 = 0.1719, Top5 = 0.5938
-Iter 2650, Validation Loss= 3.332395, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 2700, Training Loss= 3.537331, Accuracy Top1 = 0.2188, Top5 = 0.4375
-Iter 2700, Validation Loss= 3.099003, Accuracy Top1 = 0.1875, Top5 = 0.5781
-Iter 2750, Training Loss= 3.277315, Accuracy Top1 = 0.2031, Top5 = 0.5000
-Iter 2750, Validation Loss= 3.532094, Accuracy Top1 = 0.1250, Top5 = 0.3594
-Iter 2800, Training Loss= 3.171598, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 2800, Validation Loss= 3.564056, Accuracy Top1 = 0.2031, Top5 = 0.4531
-Iter 2850, Training Loss= 3.467912, Accuracy Top1 = 0.2656, Top5 = 0.4844
-Iter 2850, Validation Loss= 3.317754, Accuracy Top1 = 0.1875, Top5 = 0.4375
-Iter 2900, Training Loss= 3.143486, Accuracy Top1 = 0.2656, Top5 = 0.5000
-Iter 2900, Validation Loss= 2.726356, Accuracy Top1 = 0.2812, Top5 = 0.5938
-Iter 2950, Training Loss= 3.088263, Accuracy Top1 = 0.2656, Top5 = 0.5469
-Iter 2950, Validation Loss= 3.048201, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 3000, Training Loss= 2.949047, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 3000, Validation Loss= 3.326949, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 3050, Training Loss= 3.224403, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 3050, Validation Loss= 3.422081, Accuracy Top1 = 0.1250, Top5 = 0.4844
-Iter 3100, Training Loss= 3.271203, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 3100, Validation Loss= 3.288051, Accuracy Top1 = 0.1562, Top5 = 0.4531
-Iter 3150, Training Loss= 3.584913, Accuracy Top1 = 0.1094, Top5 = 0.5156
-Iter 3150, Validation Loss= 2.965037, Accuracy Top1 = 0.1719, Top5 = 0.4844
-Iter 3200, Training Loss= 3.184927, Accuracy Top1 = 0.1562, Top5 = 0.5156
-Iter 3200, Validation Loss= 3.273924, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 3250, Training Loss= 2.985941, Accuracy Top1 = 0.2031, Top5 = 0.5625
-Iter 3250, Validation Loss= 3.416709, Accuracy Top1 = 0.2969, Top5 = 0.5469
-Iter 3300, Training Loss= 2.960843, Accuracy Top1 = 0.3125, Top5 = 0.5000
-Iter 3300, Validation Loss= 3.117674, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 3350, Training Loss= 2.851209, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 3350, Validation Loss= 3.158867, Accuracy Top1 = 0.2500, Top5 = 0.4844
-Iter 3400, Training Loss= 3.081254, Accuracy Top1 = 0.3125, Top5 = 0.5312
-Iter 3400, Validation Loss= 3.263139, Accuracy Top1 = 0.2031, Top5 = 0.5000
-Iter 3450, Training Loss= 3.375783, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 3450, Validation Loss= 2.829220, Accuracy Top1 = 0.3438, Top5 = 0.6094
-Iter 3500, Training Loss= 3.292142, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 3500, Validation Loss= 3.094859, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 3550, Training Loss= 3.394793, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 3550, Validation Loss= 2.729398, Accuracy Top1 = 0.2188, Top5 = 0.5938
-Iter 3600, Training Loss= 3.336148, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 3600, Validation Loss= 4.264080, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 3650, Training Loss= 3.220733, Accuracy Top1 = 0.2031, Top5 = 0.4688
-Iter 3650, Validation Loss= 3.475057, Accuracy Top1 = 0.1719, Top5 = 0.3906
-Iter 3700, Training Loss= 3.524584, Accuracy Top1 = 0.1562, Top5 = 0.3750
-Iter 3700, Validation Loss= 3.203844, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 3750, Training Loss= 3.104484, Accuracy Top1 = 0.2500, Top5 = 0.5625
-Iter 3750, Validation Loss= 3.126890, Accuracy Top1 = 0.2500, Top5 = 0.5000
-Iter 3800, Training Loss= 3.259664, Accuracy Top1 = 0.1250, Top5 = 0.5312
-Iter 3800, Validation Loss= 2.933479, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 3850, Training Loss= 3.310078, Accuracy Top1 = 0.2031, Top5 = 0.5781
-Iter 3850, Validation Loss= 2.903287, Accuracy Top1 = 0.2656, Top5 = 0.5156
-Iter 3900, Training Loss= 2.993800, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 3900, Validation Loss= 2.939782, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 3950, Training Loss= 2.804451, Accuracy Top1 = 0.2031, Top5 = 0.5938
-Iter 3950, Validation Loss= 3.433238, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 4000, Training Loss= 2.867143, Accuracy Top1 = 0.2031, Top5 = 0.6250
-Iter 4000, Validation Loss= 2.895402, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 4050, Training Loss= 3.160503, Accuracy Top1 = 0.2812, Top5 = 0.5156
-Iter 4050, Validation Loss= 2.896686, Accuracy Top1 = 0.3125, Top5 = 0.6719
-Iter 4100, Training Loss= 2.941193, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 4100, Validation Loss= 2.841661, Accuracy Top1 = 0.2188, Top5 = 0.5625
-Iter 4150, Training Loss= 3.507011, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 4150, Validation Loss= 2.969283, Accuracy Top1 = 0.2500, Top5 = 0.6094
-Iter 4200, Training Loss= 3.132285, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 4200, Validation Loss= 3.312750, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 4250, Training Loss= 2.967091, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 4250, Validation Loss= 2.762657, Accuracy Top1 = 0.3281, Top5 = 0.5938
-Iter 4300, Training Loss= 3.142496, Accuracy Top1 = 0.2656, Top5 = 0.5469
-Iter 4300, Validation Loss= 3.211892, Accuracy Top1 = 0.2188, Top5 = 0.4062
-Iter 4350, Training Loss= 3.849365, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 4350, Validation Loss= 3.434996, Accuracy Top1 = 0.2656, Top5 = 0.5625
-Iter 4400, Training Loss= 3.338053, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 4400, Validation Loss= 3.055715, Accuracy Top1 = 0.1406, Top5 = 0.4531
-Iter 4450, Training Loss= 3.669355, Accuracy Top1 = 0.2500, Top5 = 0.4844
-Iter 4450, Validation Loss= 2.818394, Accuracy Top1 = 0.2656, Top5 = 0.5781
-Iter 4500, Training Loss= 3.048898, Accuracy Top1 = 0.3125, Top5 = 0.5469
-Iter 4500, Validation Loss= 2.842683, Accuracy Top1 = 0.2188, Top5 = 0.5781
-Iter 4550, Training Loss= 2.738666, Accuracy Top1 = 0.3438, Top5 = 0.6875
-Iter 4550, Validation Loss= 3.268360, Accuracy Top1 = 0.2031, Top5 = 0.5000
-Iter 4600, Training Loss= 3.488909, Accuracy Top1 = 0.2344, Top5 = 0.5156
-Iter 4600, Validation Loss= 3.016519, Accuracy Top1 = 0.2344, Top5 = 0.6094
-Iter 4650, Training Loss= 2.558083, Accuracy Top1 = 0.3750, Top5 = 0.6875
-Iter 4650, Validation Loss= 3.220521, Accuracy Top1 = 0.2344, Top5 = 0.4844
-Iter 4700, Training Loss= 2.806542, Accuracy Top1 = 0.3125, Top5 = 0.6719
-Iter 4700, Validation Loss= 3.102791, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 4750, Training Loss= 3.021780, Accuracy Top1 = 0.2969, Top5 = 0.5938
-Iter 4750, Validation Loss= 3.161836, Accuracy Top1 = 0.2500, Top5 = 0.4375
-Iter 4800, Training Loss= 3.047229, Accuracy Top1 = 0.1562, Top5 = 0.6094
-Iter 4800, Validation Loss= 3.279688, Accuracy Top1 = 0.2500, Top5 = 0.4219
-Iter 4850, Training Loss= 2.882812, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 4850, Validation Loss= 2.998916, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 4900, Training Loss= 3.035861, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 4900, Validation Loss= 2.699224, Accuracy Top1 = 0.2812, Top5 = 0.6719
-Iter 4950, Training Loss= 3.031281, Accuracy Top1 = 0.2344, Top5 = 0.6406
-Iter 4950, Validation Loss= 2.787554, Accuracy Top1 = 0.3594, Top5 = 0.6094
-Iter 5000, Training Loss= 3.890599, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 5000, Validation Loss= 3.436318, Accuracy Top1 = 0.2031, Top5 = 0.5000
-Iter 5050, Training Loss= 3.027650, Accuracy Top1 = 0.2500, Top5 = 0.6094
-Iter 5050, Validation Loss= 2.960692, Accuracy Top1 = 0.1875, Top5 = 0.5625
-Iter 5100, Training Loss= 2.646408, Accuracy Top1 = 0.2344, Top5 = 0.7031
-Iter 5100, Validation Loss= 2.846025, Accuracy Top1 = 0.3281, Top5 = 0.5625
-Iter 5150, Training Loss= 3.032320, Accuracy Top1 = 0.2344, Top5 = 0.4375
-Iter 5150, Validation Loss= 2.967563, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 5200, Training Loss= 2.865839, Accuracy Top1 = 0.2031, Top5 = 0.5781
-Iter 5200, Validation Loss= 2.897805, Accuracy Top1 = 0.2656, Top5 = 0.5625
-Iter 5250, Training Loss= 2.859234, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 5250, Validation Loss= 2.910753, Accuracy Top1 = 0.2031, Top5 = 0.5625
-Iter 5300, Training Loss= 3.013873, Accuracy Top1 = 0.2031, Top5 = 0.5625
-Iter 5300, Validation Loss= 2.980819, Accuracy Top1 = 0.2188, Top5 = 0.5625
-Iter 5350, Training Loss= 2.670068, Accuracy Top1 = 0.3281, Top5 = 0.6562
-Iter 5350, Validation Loss= 3.063474, Accuracy Top1 = 0.3281, Top5 = 0.5781
-Iter 5400, Training Loss= 2.577529, Accuracy Top1 = 0.4062, Top5 = 0.6562
-Iter 5400, Validation Loss= 2.882993, Accuracy Top1 = 0.2188, Top5 = 0.6406
-Iter 5450, Training Loss= 2.761808, Accuracy Top1 = 0.2656, Top5 = 0.6250
-Iter 5450, Validation Loss= 3.022327, Accuracy Top1 = 0.1562, Top5 = 0.5156
-Iter 5500, Training Loss= 2.689718, Accuracy Top1 = 0.3750, Top5 = 0.5938
-Iter 5500, Validation Loss= 2.937184, Accuracy Top1 = 0.2188, Top5 = 0.5625
-Iter 5550, Training Loss= 2.954022, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 5550, Validation Loss= 2.703373, Accuracy Top1 = 0.2969, Top5 = 0.6250
-Iter 5600, Training Loss= 3.061094, Accuracy Top1 = 0.2500, Top5 = 0.5312
-Iter 5600, Validation Loss= 2.772571, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 5650, Training Loss= 2.891237, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 5650, Validation Loss= 3.335859, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 5700, Training Loss= 2.566872, Accuracy Top1 = 0.3594, Top5 = 0.6719
-Iter 5700, Validation Loss= 2.459339, Accuracy Top1 = 0.3594, Top5 = 0.6875
-Iter 5750, Training Loss= 3.004308, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 5750, Validation Loss= 2.686042, Accuracy Top1 = 0.3125, Top5 = 0.5938
-Iter 5800, Training Loss= 3.195992, Accuracy Top1 = 0.1562, Top5 = 0.6250
-Iter 5800, Validation Loss= 2.731138, Accuracy Top1 = 0.2969, Top5 = 0.6094
-Iter 5850, Training Loss= 2.734360, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 5850, Validation Loss= 2.597359, Accuracy Top1 = 0.3438, Top5 = 0.6562
-Iter 5900, Training Loss= 2.813939, Accuracy Top1 = 0.2969, Top5 = 0.7031
-Iter 5900, Validation Loss= 2.992355, Accuracy Top1 = 0.2656, Top5 = 0.5781
-Iter 5950, Training Loss= 2.726530, Accuracy Top1 = 0.3281, Top5 = 0.6406
-Iter 5950, Validation Loss= 3.068515, Accuracy Top1 = 0.3125, Top5 = 0.5312
-Iter 6000, Training Loss= 2.950222, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 6000, Validation Loss= 3.166841, Accuracy Top1 = 0.2500, Top5 = 0.5469
-Iter 6050, Training Loss= 2.815325, Accuracy Top1 = 0.2344, Top5 = 0.5938
-Iter 6050, Validation Loss= 3.008052, Accuracy Top1 = 0.2656, Top5 = 0.6562
-Iter 6100, Training Loss= 2.533423, Accuracy Top1 = 0.3125, Top5 = 0.6406
-Iter 6100, Validation Loss= 3.116644, Accuracy Top1 = 0.2188, Top5 = 0.4844
-Iter 6150, Training Loss= 2.889836, Accuracy Top1 = 0.2812, Top5 = 0.6250
-Iter 6150, Validation Loss= 2.954460, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 6200, Training Loss= 2.946040, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 6200, Validation Loss= 2.689358, Accuracy Top1 = 0.2812, Top5 = 0.5781
-Iter 6250, Training Loss= 2.756514, Accuracy Top1 = 0.3281, Top5 = 0.5625
-Iter 6250, Validation Loss= 3.162540, Accuracy Top1 = 0.1875, Top5 = 0.5156
-Iter 6300, Training Loss= 3.171578, Accuracy Top1 = 0.2500, Top5 = 0.5469
-Iter 6300, Validation Loss= 2.775147, Accuracy Top1 = 0.3281, Top5 = 0.6562
-Iter 6350, Training Loss= 2.772420, Accuracy Top1 = 0.3125, Top5 = 0.5625
-Iter 6350, Validation Loss= 2.953923, Accuracy Top1 = 0.2812, Top5 = 0.6562
-Iter 6400, Training Loss= 2.581159, Accuracy Top1 = 0.2969, Top5 = 0.7031
-Iter 6400, Validation Loss= 2.467138, Accuracy Top1 = 0.3906, Top5 = 0.7031
-Iter 6450, Training Loss= 2.654910, Accuracy Top1 = 0.2500, Top5 = 0.7031
-Iter 6450, Validation Loss= 2.657484, Accuracy Top1 = 0.2500, Top5 = 0.6406
-Iter 6500, Training Loss= 2.928111, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 6500, Validation Loss= 2.201922, Accuracy Top1 = 0.4531, Top5 = 0.6719
-Iter 6550, Training Loss= 2.710260, Accuracy Top1 = 0.2812, Top5 = 0.6250
-Iter 6550, Validation Loss= 2.572484, Accuracy Top1 = 0.2812, Top5 = 0.6719
-Iter 6600, Training Loss= 2.805795, Accuracy Top1 = 0.3906, Top5 = 0.6406
-Iter 6600, Validation Loss= 3.023536, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 6650, Training Loss= 2.394745, Accuracy Top1 = 0.4062, Top5 = 0.7031
-Iter 6650, Validation Loss= 2.993843, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 6700, Training Loss= 2.691127, Accuracy Top1 = 0.3125, Top5 = 0.5625
-Iter 6700, Validation Loss= 2.789159, Accuracy Top1 = 0.3750, Top5 = 0.5312
-Iter 6750, Training Loss= 2.503036, Accuracy Top1 = 0.3594, Top5 = 0.6250
-Iter 6750, Validation Loss= 2.709808, Accuracy Top1 = 0.3438, Top5 = 0.6250
-Iter 6800, Training Loss= 2.931119, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 6800, Validation Loss= 2.610946, Accuracy Top1 = 0.3906, Top5 = 0.6094
-Iter 6850, Training Loss= 2.444428, Accuracy Top1 = 0.3750, Top5 = 0.6875
-Iter 6850, Validation Loss= 2.499112, Accuracy Top1 = 0.3750, Top5 = 0.6250
-Iter 6900, Training Loss= 2.423951, Accuracy Top1 = 0.3750, Top5 = 0.7344
-Iter 6900, Validation Loss= 2.735596, Accuracy Top1 = 0.3594, Top5 = 0.6875
-Iter 6950, Training Loss= 2.766019, Accuracy Top1 = 0.4062, Top5 = 0.6719
-Iter 6950, Validation Loss= 2.705765, Accuracy Top1 = 0.2500, Top5 = 0.6406
-Iter 7000, Training Loss= 2.557818, Accuracy Top1 = 0.2812, Top5 = 0.6094
-Iter 7000, Validation Loss= 2.484760, Accuracy Top1 = 0.3906, Top5 = 0.7031
-Iter 7050, Training Loss= 2.658086, Accuracy Top1 = 0.3438, Top5 = 0.5938
-Iter 7050, Validation Loss= 2.864497, Accuracy Top1 = 0.2500, Top5 = 0.5312
-Iter 7100, Training Loss= 2.768636, Accuracy Top1 = 0.2656, Top5 = 0.6406
-Iter 7100, Validation Loss= 2.915817, Accuracy Top1 = 0.2812, Top5 = 0.5938
-Iter 7150, Training Loss= 2.758821, Accuracy Top1 = 0.2344, Top5 = 0.6719
-Iter 7150, Validation Loss= 2.297028, Accuracy Top1 = 0.3594, Top5 = 0.7656
-Iter 7200, Training Loss= 2.730946, Accuracy Top1 = 0.2500, Top5 = 0.6094
-Iter 7200, Validation Loss= 2.646837, Accuracy Top1 = 0.3594, Top5 = 0.5938
-Iter 7250, Training Loss= 2.618939, Accuracy Top1 = 0.4062, Top5 = 0.5938
-Iter 7250, Validation Loss= 2.544173, Accuracy Top1 = 0.3281, Top5 = 0.6562
-Iter 7300, Training Loss= 3.048824, Accuracy Top1 = 0.2812, Top5 = 0.5781
