dropout experiment with dropout=0.3
-Iter 0, Training Loss= 4.796388, Accuracy Top1 = 0.0156, Top5 = 0.0625
-Iter 500, Validation Loss= 4.325596, Accuracy Top1 = 0.0938, Top5 = 0.2969
-Iter 550, Training Loss= 4.322926, Accuracy Top1 = 0.0625, Top5 = 0.2812
-Iter 550, Validation Loss= 4.637493, Accuracy Top1 = 0.1406, Top5 = 0.3594
-Iter 600, Training Loss= 4.854988, Accuracy Top1 = 0.1094, Top5 = 0.3438
-Iter 600, Validation Loss= 4.249689, Accuracy Top1 = 0.1406, Top5 = 0.3281
-Iter 650, Training Loss= 4.604443, Accuracy Top1 = 0.0938, Top5 = 0.3281
-Iter 650, Validation Loss= 4.342307, Accuracy Top1 = 0.0625, Top5 = 0.2656
-Iter 700, Training Loss= 7.690233, Accuracy Top1 = 0.0625, Top5 = 0.2188
-Iter 700, Validation Loss= 5.554693, Accuracy Top1 = 0.0469, Top5 = 0.2812
-Iter 750, Training Loss= 4.549494, Accuracy Top1 = 0.1406, Top5 = 0.2969
-Iter 750, Validation Loss= 4.087685, Accuracy Top1 = 0.1406, Top5 = 0.3281
-Iter 800, Training Loss= 4.303575, Accuracy Top1 = 0.1250, Top5 = 0.3750
-Iter 800, Validation Loss= 5.420939, Accuracy Top1 = 0.0938, Top5 = 0.2656
-Iter 850, Training Loss= 3.745025, Accuracy Top1 = 0.1406, Top5 = 0.3594
-Iter 850, Validation Loss= 3.386769, Accuracy Top1 = 0.2500, Top5 = 0.4219
-Iter 900, Training Loss= 3.677552, Accuracy Top1 = 0.1406, Top5 = 0.3906
-Iter 900, Validation Loss= 3.796773, Accuracy Top1 = 0.0781, Top5 = 0.3594
-Iter 950, Training Loss= 3.954704, Accuracy Top1 = 0.1250, Top5 = 0.3125
-Iter 950, Validation Loss= 3.651565, Accuracy Top1 = 0.0781, Top5 = 0.3125
-Iter 1000, Training Loss= 3.653855, Accuracy Top1 = 0.1094, Top5 = 0.3906
-Iter 1000, Validation Loss= 4.814986, Accuracy Top1 = 0.1562, Top5 = 0.3438
-Iter 1050, Training Loss= 4.268407, Accuracy Top1 = 0.0938, Top5 = 0.2969
-Iter 1050, Validation Loss= 3.888741, Accuracy Top1 = 0.0469, Top5 = 0.2656
-Iter 1100, Training Loss= 4.320545, Accuracy Top1 = 0.0781, Top5 = 0.2969
-Iter 1100, Validation Loss= 3.908658, Accuracy Top1 = 0.0938, Top5 = 0.2969
-Iter 1150, Training Loss= 5.210656, Accuracy Top1 = 0.0781, Top5 = 0.3125
-Iter 1150, Validation Loss= 3.864226, Accuracy Top1 = 0.0625, Top5 = 0.2656
-Iter 1200, Training Loss= 4.304158, Accuracy Top1 = 0.1094, Top5 = 0.3438
-Iter 1200, Validation Loss= 5.774321, Accuracy Top1 = 0.0312, Top5 = 0.2969
-Iter 1250, Training Loss= 3.283792, Accuracy Top1 = 0.1562, Top5 = 0.4375
-Iter 1250, Validation Loss= 3.934990, Accuracy Top1 = 0.1094, Top5 = 0.4219
-Iter 1300, Training Loss= 3.430121, Accuracy Top1 = 0.1406, Top5 = 0.4219
-Iter 1300, Validation Loss= 3.448004, Accuracy Top1 = 0.2188, Top5 = 0.4531
-Iter 1350, Training Loss= 3.788977, Accuracy Top1 = 0.1406, Top5 = 0.3438
-Iter 1350, Validation Loss= 3.625178, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 1400, Training Loss= 4.979867, Accuracy Top1 = 0.1406, Top5 = 0.3438
-Iter 1400, Validation Loss= 3.656168, Accuracy Top1 = 0.1719, Top5 = 0.3750
-Iter 1450, Training Loss= 3.404508, Accuracy Top1 = 0.1719, Top5 = 0.4062
-Iter 1450, Validation Loss= 3.568017, Accuracy Top1 = 0.1875, Top5 = 0.4062
-Iter 1500, Training Loss= 3.681114, Accuracy Top1 = 0.1250, Top5 = 0.3438
-Iter 1500, Validation Loss= 4.386288, Accuracy Top1 = 0.1250, Top5 = 0.2812
-Iter 1550, Training Loss= 3.363688, Accuracy Top1 = 0.1562, Top5 = 0.5312
-Iter 1550, Validation Loss= 3.490380, Accuracy Top1 = 0.1406, Top5 = 0.4062
-Iter 1600, Training Loss= 3.766209, Accuracy Top1 = 0.1250, Top5 = 0.3125
-Iter 1600, Validation Loss= 3.735435, Accuracy Top1 = 0.0938, Top5 = 0.3125
-Iter 1650, Training Loss= 4.725822, Accuracy Top1 = 0.0938, Top5 = 0.3594
-Iter 1650, Validation Loss= 4.157094, Accuracy Top1 = 0.1250, Top5 = 0.4531
-Iter 1700, Training Loss= 3.308170, Accuracy Top1 = 0.1875, Top5 = 0.4688
-Iter 1700, Validation Loss= 7.476079, Accuracy Top1 = 0.1719, Top5 = 0.4688
-Iter 1750, Training Loss= 3.447754, Accuracy Top1 = 0.2188, Top5 = 0.4531
-Iter 1750, Validation Loss= 3.442493, Accuracy Top1 = 0.1875, Top5 = 0.4844
-Iter 1800, Training Loss= 5.690065, Accuracy Top1 = 0.1250, Top5 = 0.3750
-Iter 1800, Validation Loss= 3.700976, Accuracy Top1 = 0.0938, Top5 = 0.4375
-Iter 1850, Training Loss= 3.579263, Accuracy Top1 = 0.1250, Top5 = 0.4531
-Iter 1850, Validation Loss= 3.459632, Accuracy Top1 = 0.1719, Top5 = 0.4375
-Iter 1900, Training Loss= 3.999996, Accuracy Top1 = 0.1250, Top5 = 0.4062
-Iter 1900, Validation Loss= 3.600363, Accuracy Top1 = 0.1875, Top5 = 0.3594
-Iter 1950, Training Loss= 4.187094, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 1950, Validation Loss= 3.449967, Accuracy Top1 = 0.1875, Top5 = 0.4219
-Iter 2000, Training Loss= 3.181059, Accuracy Top1 = 0.1875, Top5 = 0.5156
-Iter 2000, Validation Loss= 3.240911, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 2050, Training Loss= 3.600358, Accuracy Top1 = 0.1406, Top5 = 0.3594
-Iter 2050, Validation Loss= 3.871700, Accuracy Top1 = 0.2031, Top5 = 0.4531
-Iter 2100, Training Loss= 4.292221, Accuracy Top1 = 0.1875, Top5 = 0.4219
-Iter 2100, Validation Loss= 4.919254, Accuracy Top1 = 0.2656, Top5 = 0.3750
-Iter 2150, Training Loss= 3.505436, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 2150, Validation Loss= 3.681259, Accuracy Top1 = 0.1875, Top5 = 0.4375
-Iter 2200, Training Loss= 4.154330, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 2200, Validation Loss= 5.910669, Accuracy Top1 = 0.1094, Top5 = 0.4219
-Iter 2250, Training Loss= 3.469032, Accuracy Top1 = 0.1406, Top5 = 0.4219
-Iter 2250, Validation Loss= 3.559684, Accuracy Top1 = 0.1875, Top5 = 0.4219
-Iter 2300, Training Loss= 3.407759, Accuracy Top1 = 0.1875, Top5 = 0.4688
-Iter 2300, Validation Loss= 3.515800, Accuracy Top1 = 0.2031, Top5 = 0.4531
-Iter 2350, Training Loss= 4.292601, Accuracy Top1 = 0.1562, Top5 = 0.4531
-Iter 2350, Validation Loss= 3.769699, Accuracy Top1 = 0.0938, Top5 = 0.3125
-Iter 2400, Training Loss= 5.348484, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 2400, Validation Loss= 3.847749, Accuracy Top1 = 0.1719, Top5 = 0.4688
-Iter 2450, Training Loss= 4.844795, Accuracy Top1 = 0.1719, Top5 = 0.4219
-Iter 2450, Validation Loss= 4.256041, Accuracy Top1 = 0.1875, Top5 = 0.5312
-Iter 2500, Training Loss= 3.326546, Accuracy Top1 = 0.1562, Top5 = 0.4375
-Iter 2500, Validation Loss= 3.660900, Accuracy Top1 = 0.1719, Top5 = 0.3750
-Iter 2550, Training Loss= 3.208407, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 2550, Validation Loss= 3.637977, Accuracy Top1 = 0.1719, Top5 = 0.4688
-Iter 2600, Training Loss= 3.414282, Accuracy Top1 = 0.1719, Top5 = 0.4375
-Iter 2600, Validation Loss= 3.600651, Accuracy Top1 = 0.2188, Top5 = 0.3750
-Iter 2650, Training Loss= 3.101092, Accuracy Top1 = 0.1562, Top5 = 0.5312
-Iter 2650, Validation Loss= 3.597392, Accuracy Top1 = 0.1562, Top5 = 0.5000
-Iter 2700, Training Loss= 3.254124, Accuracy Top1 = 0.2344, Top5 = 0.4844
-Iter 2700, Validation Loss= 3.285406, Accuracy Top1 = 0.1719, Top5 = 0.4844
-Iter 2750, Training Loss= 3.323012, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 2750, Validation Loss= 3.722909, Accuracy Top1 = 0.1250, Top5 = 0.4219
-Iter 2800, Training Loss= 3.137814, Accuracy Top1 = 0.2344, Top5 = 0.5156
-Iter 2800, Validation Loss= 3.437085, Accuracy Top1 = 0.1875, Top5 = 0.4375
-Iter 2850, Training Loss= 3.825748, Accuracy Top1 = 0.2344, Top5 = 0.3438
-Iter 2850, Validation Loss= 3.367376, Accuracy Top1 = 0.2188, Top5 = 0.4219
-Iter 2900, Training Loss= 3.095859, Accuracy Top1 = 0.1875, Top5 = 0.5312
-Iter 2900, Validation Loss= 3.066800, Accuracy Top1 = 0.2344, Top5 = 0.4844
-Iter 2950, Training Loss= 2.999522, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 2950, Validation Loss= 3.270926, Accuracy Top1 = 0.2031, Top5 = 0.4844
-Iter 3000, Training Loss= 3.012654, Accuracy Top1 = 0.2656, Top5 = 0.5156
-Iter 3000, Validation Loss= 3.481708, Accuracy Top1 = 0.2031, Top5 = 0.4688
-Iter 3050, Training Loss= 5.056338, Accuracy Top1 = 0.2031, Top5 = 0.4844
-Iter 3050, Validation Loss= 7.954702, Accuracy Top1 = 0.1406, Top5 = 0.4688
-Iter 3100, Training Loss= 4.027118, Accuracy Top1 = 0.0938, Top5 = 0.4219
-Iter 3100, Validation Loss= 3.293723, Accuracy Top1 = 0.2031, Top5 = 0.4531
-Iter 3150, Training Loss= 5.164458, Accuracy Top1 = 0.2344, Top5 = 0.5156
-Iter 3150, Validation Loss= 3.186049, Accuracy Top1 = 0.2031, Top5 = 0.4375
-Iter 3200, Training Loss= 3.209984, Accuracy Top1 = 0.1875, Top5 = 0.4219
-Iter 3200, Validation Loss= 3.290401, Accuracy Top1 = 0.1875, Top5 = 0.4219
-Iter 3250, Training Loss= 3.373787, Accuracy Top1 = 0.2500, Top5 = 0.6250
-Iter 3250, Validation Loss= 3.102338, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 3300, Training Loss= 3.407584, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 3300, Validation Loss= 4.620058, Accuracy Top1 = 0.1562, Top5 = 0.5000
-Iter 3350, Training Loss= 3.017510, Accuracy Top1 = 0.2656, Top5 = 0.5156
-Iter 3350, Validation Loss= 3.573907, Accuracy Top1 = 0.1875, Top5 = 0.5156
-Iter 3400, Training Loss= 3.183568, Accuracy Top1 = 0.2656, Top5 = 0.5000
-Iter 3400, Validation Loss= 2.891125, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 3450, Training Loss= 3.191170, Accuracy Top1 = 0.1875, Top5 = 0.5156
-Iter 3450, Validation Loss= 4.329772, Accuracy Top1 = 0.2656, Top5 = 0.5625
-Iter 3500, Training Loss= 3.342648, Accuracy Top1 = 0.1562, Top5 = 0.4688
-Iter 3500, Validation Loss= 3.232250, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 3550, Training Loss= 3.317657, Accuracy Top1 = 0.1719, Top5 = 0.4688
-Iter 3550, Validation Loss= 3.189033, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 3600, Training Loss= 3.519181, Accuracy Top1 = 0.2031, Top5 = 0.4531
-Iter 3600, Validation Loss= 2.999931, Accuracy Top1 = 0.2969, Top5 = 0.5000
-Iter 3650, Training Loss= 4.273091, Accuracy Top1 = 0.2344, Top5 = 0.4531
-Iter 3650, Validation Loss= 3.415995, Accuracy Top1 = 0.1875, Top5 = 0.4688
-Iter 3700, Training Loss= 3.376827, Accuracy Top1 = 0.1250, Top5 = 0.5000
-Iter 3700, Validation Loss= 4.105554, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 3750, Training Loss= 3.203207, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 3750, Validation Loss= 3.145557, Accuracy Top1 = 0.2812, Top5 = 0.5156
-Iter 3800, Training Loss= 3.471931, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 3800, Validation Loss= 3.332054, Accuracy Top1 = 0.2188, Top5 = 0.5781
-Iter 3850, Training Loss= 3.377012, Accuracy Top1 = 0.1719, Top5 = 0.5469
-Iter 3850, Validation Loss= 3.156851, Accuracy Top1 = 0.2812, Top5 = 0.4844
-Iter 3900, Training Loss= 3.297451, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 3900, Validation Loss= 4.858139, Accuracy Top1 = 0.1719, Top5 = 0.5156
-Iter 3950, Training Loss= 2.822528, Accuracy Top1 = 0.2812, Top5 = 0.6406
-Iter 3950, Validation Loss= 3.316696, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 4000, Training Loss= 3.084293, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 4000, Validation Loss= 2.933470, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 4050, Training Loss= 3.219852, Accuracy Top1 = 0.2656, Top5 = 0.5000
-Iter 4050, Validation Loss= 3.213225, Accuracy Top1 = 0.2812, Top5 = 0.6406
-Iter 4100, Training Loss= 4.237711, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 4100, Validation Loss= 3.200522, Accuracy Top1 = 0.2344, Top5 = 0.6250
-Iter 4150, Training Loss= 3.514138, Accuracy Top1 = 0.1875, Top5 = 0.4688
-Iter 4150, Validation Loss= 3.434167, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 4200, Training Loss= 3.910036, Accuracy Top1 = 0.2188, Top5 = 0.4531
-Iter 4200, Validation Loss= 5.280565, Accuracy Top1 = 0.1719, Top5 = 0.4375
-Iter 4250, Training Loss= 3.081489, Accuracy Top1 = 0.1719, Top5 = 0.4844
-Iter 4250, Validation Loss= 3.091630, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 4300, Training Loss= 3.209208, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 4300, Validation Loss= 3.279873, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 4350, Training Loss= 4.023806, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 4350, Validation Loss= 2.982083, Accuracy Top1 = 0.2656, Top5 = 0.6094
-Iter 4400, Training Loss= 3.228688, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 4400, Validation Loss= 3.474305, Accuracy Top1 = 0.1875, Top5 = 0.5625
-Iter 4450, Training Loss= 3.281782, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 4450, Validation Loss= 3.001968, Accuracy Top1 = 0.2656, Top5 = 0.4688
-Iter 4500, Training Loss= 3.096457, Accuracy Top1 = 0.3125, Top5 = 0.5156
-Iter 4500, Validation Loss= 3.067474, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 4550, Training Loss= 2.841150, Accuracy Top1 = 0.2969, Top5 = 0.6094
-Iter 4550, Validation Loss= 3.365063, Accuracy Top1 = 0.1875, Top5 = 0.4375
-Iter 4600, Training Loss= 3.057664, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 4600, Validation Loss= 2.779242, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 4650, Training Loss= 2.730298, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 4650, Validation Loss= 3.017239, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 4700, Training Loss= 2.934837, Accuracy Top1 = 0.2344, Top5 = 0.6094
-Iter 4700, Validation Loss= 3.640638, Accuracy Top1 = 0.1562, Top5 = 0.5156
-Iter 4750, Training Loss= 2.835278, Accuracy Top1 = 0.2812, Top5 = 0.6250
-Iter 4750, Validation Loss= 3.244443, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 4800, Training Loss= 3.175852, Accuracy Top1 = 0.1875, Top5 = 0.5312
-Iter 4800, Validation Loss= 3.903760, Accuracy Top1 = 0.1875, Top5 = 0.4375
-Iter 4850, Training Loss= 3.361837, Accuracy Top1 = 0.2031, Top5 = 0.5312
-Iter 4850, Validation Loss= 3.326380, Accuracy Top1 = 0.1875, Top5 = 0.4219
-Iter 4900, Training Loss= 3.157758, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 4900, Validation Loss= 2.964942, Accuracy Top1 = 0.2656, Top5 = 0.6562
-Iter 4950, Training Loss= 2.917222, Accuracy Top1 = 0.2812, Top5 = 0.5781
-Iter 4950, Validation Loss= 2.821179, Accuracy Top1 = 0.2812, Top5 = 0.6094
-Iter 5000, Training Loss= 3.056208, Accuracy Top1 = 0.2812, Top5 = 0.5312
-Iter 5000, Validation Loss= 3.007601, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 5050, Training Loss= 3.169314, Accuracy Top1 = 0.2812, Top5 = 0.5312
-Iter 5050, Validation Loss= 3.018276, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 5100, Training Loss= 3.041590, Accuracy Top1 = 0.2656, Top5 = 0.5625
-Iter 5100, Validation Loss= 2.851651, Accuracy Top1 = 0.3125, Top5 = 0.5312
-Iter 5150, Training Loss= 3.083943, Accuracy Top1 = 0.2500, Top5 = 0.5000
-Iter 5150, Validation Loss= 3.003785, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 5200, Training Loss= 3.010258, Accuracy Top1 = 0.2500, Top5 = 0.5469
-Iter 5200, Validation Loss= 3.471776, Accuracy Top1 = 0.2656, Top5 = 0.4688
-Iter 5250, Training Loss= 3.484370, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 5250, Validation Loss= 3.293037, Accuracy Top1 = 0.1406, Top5 = 0.5312
-Iter 5300, Training Loss= 3.218570, Accuracy Top1 = 0.2031, Top5 = 0.4375
-Iter 5300, Validation Loss= 3.128790, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 5350, Training Loss= 2.668872, Accuracy Top1 = 0.3125, Top5 = 0.6875
-Iter 5350, Validation Loss= 3.027261, Accuracy Top1 = 0.3438, Top5 = 0.5469
-Iter 5400, Training Loss= 2.804240, Accuracy Top1 = 0.3438, Top5 = 0.6406
-Iter 5400, Validation Loss= 3.036770, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 5450, Training Loss= 3.040098, Accuracy Top1 = 0.2031, Top5 = 0.5625
-Iter 5450, Validation Loss= 3.142037, Accuracy Top1 = 0.1719, Top5 = 0.4531
-Iter 5500, Training Loss= 2.800848, Accuracy Top1 = 0.2812, Top5 = 0.5312
-Iter 5500, Validation Loss= 3.090323, Accuracy Top1 = 0.2031, Top5 = 0.4844
-Iter 5550, Training Loss= 3.533687, Accuracy Top1 = 0.2812, Top5 = 0.5156
-Iter 5550, Validation Loss= 2.814894, Accuracy Top1 = 0.2656, Top5 = 0.5781
-Iter 5600, Training Loss= 3.513591, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 5600, Validation Loss= 2.786112, Accuracy Top1 = 0.2969, Top5 = 0.6250
-Iter 5650, Training Loss= 2.800846, Accuracy Top1 = 0.3281, Top5 = 0.6562
-Iter 5650, Validation Loss= 3.014686, Accuracy Top1 = 0.2500, Top5 = 0.5625
-Iter 5700, Training Loss= 2.733070, Accuracy Top1 = 0.2656, Top5 = 0.6094
-Iter 5700, Validation Loss= 2.405943, Accuracy Top1 = 0.3594, Top5 = 0.7500
-Iter 5750, Training Loss= 3.222359, Accuracy Top1 = 0.1875, Top5 = 0.4531
-Iter 5750, Validation Loss= 2.791103, Accuracy Top1 = 0.3125, Top5 = 0.5312
-Iter 5800, Training Loss= 3.147098, Accuracy Top1 = 0.1562, Top5 = 0.6250
-Iter 5800, Validation Loss= 2.949324, Accuracy Top1 = 0.2500, Top5 = 0.5625
-Iter 5850, Training Loss= 2.834071, Accuracy Top1 = 0.2969, Top5 = 0.5781
-Iter 5850, Validation Loss= 2.789621, Accuracy Top1 = 0.3438, Top5 = 0.6094
-Iter 5900, Training Loss= 3.402405, Accuracy Top1 = 0.2656, Top5 = 0.6562
-Iter 5900, Validation Loss= 2.941753, Accuracy Top1 = 0.2812, Top5 = 0.5469
-Iter 5950, Training Loss= 2.808079, Accuracy Top1 = 0.3438, Top5 = 0.5938
-Iter 5950, Validation Loss= 3.251911, Accuracy Top1 = 0.2344, Top5 = 0.4688
-Iter 6000, Training Loss= 3.406004, Accuracy Top1 = 0.2812, Top5 = 0.5469
-Iter 6000, Validation Loss= 3.157309, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 6050, Training Loss= 3.073967, Accuracy Top1 = 0.1875, Top5 = 0.5781
-Iter 6050, Validation Loss= 3.309131, Accuracy Top1 = 0.1719, Top5 = 0.5312
-Iter 6100, Training Loss= 2.734375, Accuracy Top1 = 0.3750, Top5 = 0.5781
-Iter 6100, Validation Loss= 3.002146, Accuracy Top1 = 0.2969, Top5 = 0.5625
-Iter 6150, Training Loss= 3.355358, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 6150, Validation Loss= 3.195833, Accuracy Top1 = 0.1875, Top5 = 0.4844
-Iter 6200, Training Loss= 3.167684, Accuracy Top1 = 0.1875, Top5 = 0.5625
-Iter 6200, Validation Loss= 2.803429, Accuracy Top1 = 0.2656, Top5 = 0.6406
-Iter 6250, Training Loss= 2.852659, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 6250, Validation Loss= 4.042071, Accuracy Top1 = 0.2188, Top5 = 0.4219
-Iter 6300, Training Loss= 3.119586, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 6300, Validation Loss= 3.275697, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 6350, Training Loss= 3.000865, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 6350, Validation Loss= 2.747644, Accuracy Top1 = 0.2656, Top5 = 0.6562
-Iter 6400, Training Loss= 2.714010, Accuracy Top1 = 0.2969, Top5 = 0.6406
-Iter 6400, Validation Loss= 2.781331, Accuracy Top1 = 0.3125, Top5 = 0.6562
-Iter 6450, Training Loss= 2.923714, Accuracy Top1 = 0.1875, Top5 = 0.5938
-Iter 6450, Validation Loss= 2.745580, Accuracy Top1 = 0.2812, Top5 = 0.5781
-Iter 6500, Training Loss= 2.940414, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 6500, Validation Loss= 2.413612, Accuracy Top1 = 0.3281, Top5 = 0.6719
-Iter 6550, Training Loss= 2.755275, Accuracy Top1 = 0.3125, Top5 = 0.5781
-Iter 6550, Validation Loss= 2.579239, Accuracy Top1 = 0.3125, Top5 = 0.7031
-Iter 6600, Training Loss= 2.638313, Accuracy Top1 = 0.3750, Top5 = 0.6562
-Iter 6600, Validation Loss= 3.077636, Accuracy Top1 = 0.2812, Top5 = 0.5156
-Iter 6650, Training Loss= 2.546718, Accuracy Top1 = 0.3594, Top5 = 0.6562
-Iter 6650, Validation Loss= 3.099505, Accuracy Top1 = 0.2500, Top5 = 0.5000
-Iter 6700, Training Loss= 3.190879, Accuracy Top1 = 0.3125, Top5 = 0.5156
-Iter 6700, Validation Loss= 2.846171, Accuracy Top1 = 0.3281, Top5 = 0.5312
-Iter 6750, Training Loss= 2.355729, Accuracy Top1 = 0.4688, Top5 = 0.6562
-Iter 6750, Validation Loss= 2.723365, Accuracy Top1 = 0.2656, Top5 = 0.6562
-Iter 6800, Training Loss= 3.208714, Accuracy Top1 = 0.1562, Top5 = 0.5000
-Iter 6800, Validation Loss= 2.540044, Accuracy Top1 = 0.4062, Top5 = 0.6094
-Iter 6850, Training Loss= 2.741682, Accuracy Top1 = 0.2969, Top5 = 0.6250
-Iter 6850, Validation Loss= 2.598229, Accuracy Top1 = 0.3750, Top5 = 0.5938
-Iter 6900, Training Loss= 2.623804, Accuracy Top1 = 0.2969, Top5 = 0.7031
-Iter 6900, Validation Loss= 2.771285, Accuracy Top1 = 0.3438, Top5 = 0.6562
-Iter 6950, Training Loss= 2.842949, Accuracy Top1 = 0.2656, Top5 = 0.6094
-Iter 6950, Validation Loss= 2.812815, Accuracy Top1 = 0.2031, Top5 = 0.5312
-Iter 7000, Training Loss= 2.827271, Accuracy Top1 = 0.2812, Top5 = 0.5781
-Iter 7000, Validation Loss= 2.606681, Accuracy Top1 = 0.3438, Top5 = 0.7344
-Iter 7050, Training Loss= 2.590258, Accuracy Top1 = 0.2812, Top5 = 0.6406
-Iter 7050, Validation Loss= 2.706295, Accuracy Top1 = 0.2500, Top5 = 0.5781
-Iter 7100, Training Loss= 2.767506, Accuracy Top1 = 0.2969, Top5 = 0.6406
-Iter 7100, Validation Loss= 2.799470, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 7150, Training Loss= 2.934252, Accuracy Top1 = 0.2656, Top5 = 0.5781
-Iter 7150, Validation Loss= 2.422862, Accuracy Top1 = 0.3125, Top5 = 0.7500
-Iter 7200, Training Loss= 3.264482, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 7200, Validation Loss= 3.037426, Accuracy Top1 = 0.2812, Top5 = 0.6719
-Iter 7250, Training Loss= 2.638370, Accuracy Top1 = 0.3125, Top5 = 0.6250
-Iter 7250, Validation Loss= 2.815285, Accuracy Top1 = 0.3125, Top5 = 0.5469
-Iter 7300, Training Loss= 3.208467, Accuracy Top1 = 0.2969, Top5 = 0.5312
