dropout experiment with dropout=0.6
-Iter 0, Training Loss= 4.884270, Accuracy Top1 = 0.0156, Top5 = 0.0469
-Iter 900, Validation Loss= 4.134976, Accuracy Top1 = 0.1094, Top5 = 0.3281
-Iter 950, Training Loss= 4.336107, Accuracy Top1 = 0.1406, Top5 = 0.3281
-Iter 950, Validation Loss= 3.541684, Accuracy Top1 = 0.0781, Top5 = 0.4375
-Iter 1000, Training Loss= 3.760629, Accuracy Top1 = 0.1719, Top5 = 0.3750
-Iter 1000, Validation Loss= 3.593758, Accuracy Top1 = 0.1719, Top5 = 0.3594
-Iter 1050, Training Loss= 3.743978, Accuracy Top1 = 0.1250, Top5 = 0.3750
-Iter 1050, Validation Loss= 4.000721, Accuracy Top1 = 0.0625, Top5 = 0.3125
-Iter 1100, Training Loss= 3.383631, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 1100, Validation Loss= 3.674057, Accuracy Top1 = 0.1094, Top5 = 0.3594
-Iter 1150, Training Loss= 3.487483, Accuracy Top1 = 0.1875, Top5 = 0.4062
-Iter 1150, Validation Loss= 4.376689, Accuracy Top1 = 0.0625, Top5 = 0.3125
-Iter 1200, Training Loss= 3.640773, Accuracy Top1 = 0.1875, Top5 = 0.3594
-Iter 1200, Validation Loss= 3.614157, Accuracy Top1 = 0.1094, Top5 = 0.4688
-Iter 1250, Training Loss= 4.555970, Accuracy Top1 = 0.0938, Top5 = 0.4688
-Iter 1250, Validation Loss= 3.837692, Accuracy Top1 = 0.1562, Top5 = 0.4844
-Iter 1300, Training Loss= 3.399853, Accuracy Top1 = 0.1562, Top5 = 0.4844
-Iter 1300, Validation Loss= 3.387683, Accuracy Top1 = 0.2344, Top5 = 0.5156
-Iter 1350, Training Loss= 4.115574, Accuracy Top1 = 0.1562, Top5 = 0.4375
-Iter 1350, Validation Loss= 3.165561, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 1400, Training Loss= 4.135203, Accuracy Top1 = 0.2031, Top5 = 0.4688
-Iter 1400, Validation Loss= 3.441484, Accuracy Top1 = 0.1250, Top5 = 0.4375
-Iter 1450, Training Loss= 3.299777, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 1450, Validation Loss= 3.811108, Accuracy Top1 = 0.1406, Top5 = 0.4531
-Iter 1500, Training Loss= 3.410588, Accuracy Top1 = 0.1719, Top5 = 0.4219
-Iter 1500, Validation Loss= 4.043933, Accuracy Top1 = 0.2188, Top5 = 0.3438
-Iter 1550, Training Loss= 3.409064, Accuracy Top1 = 0.1719, Top5 = 0.5000
-Iter 1550, Validation Loss= 3.457632, Accuracy Top1 = 0.1719, Top5 = 0.4375
-Iter 1600, Training Loss= 3.833429, Accuracy Top1 = 0.1562, Top5 = 0.3594
-Iter 1600, Validation Loss= 4.142620, Accuracy Top1 = 0.1406, Top5 = 0.3125
-Iter 1650, Training Loss= 3.585157, Accuracy Top1 = 0.1719, Top5 = 0.3438
-Iter 1650, Validation Loss= 3.099913, Accuracy Top1 = 0.2656, Top5 = 0.5469
-Iter 1700, Training Loss= 3.542469, Accuracy Top1 = 0.1562, Top5 = 0.4688
-Iter 1700, Validation Loss= 3.136676, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 1750, Training Loss= 3.363831, Accuracy Top1 = 0.1875, Top5 = 0.5312
-Iter 1750, Validation Loss= 3.991781, Accuracy Top1 = 0.1719, Top5 = 0.4062
-Iter 1800, Training Loss= 3.372210, Accuracy Top1 = 0.2031, Top5 = 0.4219
-Iter 1800, Validation Loss= 3.856165, Accuracy Top1 = 0.1562, Top5 = 0.4062
-Iter 1850, Training Loss= 3.268920, Accuracy Top1 = 0.1406, Top5 = 0.5156
-Iter 1850, Validation Loss= 3.572983, Accuracy Top1 = 0.1406, Top5 = 0.3438
-Iter 1900, Training Loss= 3.391676, Accuracy Top1 = 0.1094, Top5 = 0.4375
-Iter 1900, Validation Loss= 3.377188, Accuracy Top1 = 0.1875, Top5 = 0.3594
-Iter 1950, Training Loss= 3.357115, Accuracy Top1 = 0.2031, Top5 = 0.4844
-Iter 1950, Validation Loss= 3.352339, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 2000, Training Loss= 2.895489, Accuracy Top1 = 0.2500, Top5 = 0.5312
-Iter 2000, Validation Loss= 3.183719, Accuracy Top1 = 0.2031, Top5 = 0.4844
-Iter 2050, Training Loss= 3.440108, Accuracy Top1 = 0.2188, Top5 = 0.4375
-Iter 2050, Validation Loss= 3.050146, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 2100, Training Loss= 3.312830, Accuracy Top1 = 0.1875, Top5 = 0.3750
-Iter 2100, Validation Loss= 3.143551, Accuracy Top1 = 0.2656, Top5 = 0.5000
-Iter 2150, Training Loss= 3.271636, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 2150, Validation Loss= 3.224985, Accuracy Top1 = 0.1250, Top5 = 0.4844
-Iter 2200, Training Loss= 3.427549, Accuracy Top1 = 0.1406, Top5 = 0.4688
-Iter 2200, Validation Loss= 3.565647, Accuracy Top1 = 0.1406, Top5 = 0.5156
-Iter 2250, Training Loss= 3.375730, Accuracy Top1 = 0.1250, Top5 = 0.4375
-Iter 2250, Validation Loss= 3.583855, Accuracy Top1 = 0.2031, Top5 = 0.4531
-Iter 2300, Training Loss= 3.217500, Accuracy Top1 = 0.2500, Top5 = 0.5000
-Iter 2300, Validation Loss= 3.144244, Accuracy Top1 = 0.2656, Top5 = 0.5156
-Iter 2350, Training Loss= 3.061592, Accuracy Top1 = 0.2500, Top5 = 0.4844
-Iter 2350, Validation Loss= 3.409230, Accuracy Top1 = 0.1562, Top5 = 0.3906
-Iter 2400, Training Loss= 3.477605, Accuracy Top1 = 0.2188, Top5 = 0.4531
-Iter 2400, Validation Loss= 3.133067, Accuracy Top1 = 0.1719, Top5 = 0.4688
-Iter 2450, Training Loss= 2.922042, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 2450, Validation Loss= 3.740868, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 2500, Training Loss= 3.157454, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 2500, Validation Loss= 3.601919, Accuracy Top1 = 0.1719, Top5 = 0.3906
-Iter 2550, Training Loss= 2.865408, Accuracy Top1 = 0.3438, Top5 = 0.5625
-Iter 2550, Validation Loss= 3.418238, Accuracy Top1 = 0.1562, Top5 = 0.5156
-Iter 2600, Training Loss= 3.292507, Accuracy Top1 = 0.2031, Top5 = 0.5000
-Iter 2600, Validation Loss= 3.408032, Accuracy Top1 = 0.2500, Top5 = 0.4062
-Iter 2650, Training Loss= 2.597985, Accuracy Top1 = 0.3125, Top5 = 0.6875
-Iter 2650, Validation Loss= 3.003626, Accuracy Top1 = 0.2500, Top5 = 0.5781
-Iter 2700, Training Loss= 3.723819, Accuracy Top1 = 0.2031, Top5 = 0.4219
-Iter 2700, Validation Loss= 3.299208, Accuracy Top1 = 0.1875, Top5 = 0.4844
-Iter 2750, Training Loss= 3.172009, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 2750, Validation Loss= 3.422059, Accuracy Top1 = 0.1250, Top5 = 0.4219
-Iter 2800, Training Loss= 3.013627, Accuracy Top1 = 0.2344, Top5 = 0.6250
-Iter 2800, Validation Loss= 3.265631, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 2850, Training Loss= 3.045218, Accuracy Top1 = 0.3125, Top5 = 0.5312
-Iter 2850, Validation Loss= 3.231093, Accuracy Top1 = 0.2344, Top5 = 0.4531
-Iter 2900, Training Loss= 2.921648, Accuracy Top1 = 0.2969, Top5 = 0.5781
-Iter 2900, Validation Loss= 2.578585, Accuracy Top1 = 0.3281, Top5 = 0.6406
-Iter 2950, Training Loss= 2.770938, Accuracy Top1 = 0.4062, Top5 = 0.5625
-Iter 2950, Validation Loss= 2.995831, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 3000, Training Loss= 2.952149, Accuracy Top1 = 0.2344, Top5 = 0.5469
-Iter 3000, Validation Loss= 3.151335, Accuracy Top1 = 0.2656, Top5 = 0.5312
-Iter 3050, Training Loss= 3.018717, Accuracy Top1 = 0.2969, Top5 = 0.5156
-Iter 3050, Validation Loss= 3.197892, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 3100, Training Loss= 3.119577, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 3100, Validation Loss= 3.417010, Accuracy Top1 = 0.1875, Top5 = 0.5000
-Iter 3150, Training Loss= 2.997452, Accuracy Top1 = 0.1562, Top5 = 0.5000
-Iter 3150, Validation Loss= 2.985748, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 3200, Training Loss= 3.085957, Accuracy Top1 = 0.1875, Top5 = 0.5781
-Iter 3200, Validation Loss= 3.252833, Accuracy Top1 = 0.1719, Top5 = 0.3906
-Iter 3250, Training Loss= 2.892649, Accuracy Top1 = 0.2500, Top5 = 0.6094
-Iter 3250, Validation Loss= 2.776609, Accuracy Top1 = 0.2656, Top5 = 0.6406
-Iter 3300, Training Loss= 2.941764, Accuracy Top1 = 0.3125, Top5 = 0.5312
-Iter 3300, Validation Loss= 3.190022, Accuracy Top1 = 0.2188, Top5 = 0.4844
-Iter 3350, Training Loss= 2.552288, Accuracy Top1 = 0.3281, Top5 = 0.6562
-Iter 3350, Validation Loss= 3.080368, Accuracy Top1 = 0.2500, Top5 = 0.4844
-Iter 3400, Training Loss= 2.980685, Accuracy Top1 = 0.3438, Top5 = 0.5469
-Iter 3400, Validation Loss= 2.712036, Accuracy Top1 = 0.2656, Top5 = 0.6562
-Iter 3450, Training Loss= 2.892210, Accuracy Top1 = 0.2656, Top5 = 0.6094
-Iter 3450, Validation Loss= 2.755213, Accuracy Top1 = 0.2656, Top5 = 0.6406
-Iter 3500, Training Loss= 3.221217, Accuracy Top1 = 0.2188, Top5 = 0.4844
-Iter 3500, Validation Loss= 3.106720, Accuracy Top1 = 0.1875, Top5 = 0.4844
-Iter 3550, Training Loss= 3.155765, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 3550, Validation Loss= 2.803643, Accuracy Top1 = 0.2500, Top5 = 0.6094
-Iter 3600, Training Loss= 3.431605, Accuracy Top1 = 0.1406, Top5 = 0.5000
-Iter 3600, Validation Loss= 3.132761, Accuracy Top1 = 0.2031, Top5 = 0.5469
-Iter 3650, Training Loss= 2.901606, Accuracy Top1 = 0.2969, Top5 = 0.5469
-Iter 3650, Validation Loss= 3.256544, Accuracy Top1 = 0.1875, Top5 = 0.5156
-Iter 3700, Training Loss= 3.121084, Accuracy Top1 = 0.2031, Top5 = 0.4844
-Iter 3700, Validation Loss= 3.003374, Accuracy Top1 = 0.2344, Top5 = 0.5000
-Iter 3750, Training Loss= 3.132043, Accuracy Top1 = 0.1719, Top5 = 0.5469
-Iter 3750, Validation Loss= 2.903143, Accuracy Top1 = 0.2969, Top5 = 0.6250
-Iter 3800, Training Loss= 3.170904, Accuracy Top1 = 0.1719, Top5 = 0.5781
-Iter 3800, Validation Loss= 2.887642, Accuracy Top1 = 0.2969, Top5 = 0.5938
-Iter 3850, Training Loss= 2.847560, Accuracy Top1 = 0.2969, Top5 = 0.5625
-Iter 3850, Validation Loss= 2.713712, Accuracy Top1 = 0.3594, Top5 = 0.6094
-Iter 3900, Training Loss= 2.848502, Accuracy Top1 = 0.2500, Top5 = 0.5781
-Iter 3900, Validation Loss= 2.944503, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 3950, Training Loss= 2.473268, Accuracy Top1 = 0.3906, Top5 = 0.6250
-Iter 3950, Validation Loss= 3.016860, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 4000, Training Loss= 2.660782, Accuracy Top1 = 0.2656, Top5 = 0.5625
-Iter 4000, Validation Loss= 2.880310, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 4050, Training Loss= 3.036906, Accuracy Top1 = 0.2656, Top5 = 0.6250
-Iter 4050, Validation Loss= 2.875762, Accuracy Top1 = 0.3125, Top5 = 0.6250
-Iter 4100, Training Loss= 3.041283, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 4100, Validation Loss= 2.803540, Accuracy Top1 = 0.2188, Top5 = 0.5781
-Iter 4150, Training Loss= 3.267624, Accuracy Top1 = 0.2031, Top5 = 0.5156
-Iter 4150, Validation Loss= 3.019522, Accuracy Top1 = 0.2344, Top5 = 0.5156
-Iter 4200, Training Loss= 3.156573, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 4200, Validation Loss= 3.029183, Accuracy Top1 = 0.2500, Top5 = 0.5469
-Iter 4250, Training Loss= 3.095597, Accuracy Top1 = 0.2500, Top5 = 0.5156
-Iter 4250, Validation Loss= 2.579154, Accuracy Top1 = 0.3125, Top5 = 0.6406
-Iter 4300, Training Loss= 2.998205, Accuracy Top1 = 0.3281, Top5 = 0.6406
-Iter 4300, Validation Loss= 3.099664, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 4350, Training Loss= 2.823801, Accuracy Top1 = 0.2344, Top5 = 0.5938
-Iter 4350, Validation Loss= 2.551337, Accuracy Top1 = 0.3438, Top5 = 0.6406
-Iter 4400, Training Loss= 3.132239, Accuracy Top1 = 0.2812, Top5 = 0.4844
-Iter 4400, Validation Loss= 2.803946, Accuracy Top1 = 0.1719, Top5 = 0.5469
-Iter 4450, Training Loss= 3.223113, Accuracy Top1 = 0.2969, Top5 = 0.5156
-Iter 4450, Validation Loss= 2.927077, Accuracy Top1 = 0.2188, Top5 = 0.5938
-Iter 4500, Training Loss= 2.965864, Accuracy Top1 = 0.2969, Top5 = 0.5625
-Iter 4500, Validation Loss= 2.901467, Accuracy Top1 = 0.1562, Top5 = 0.5156
-Iter 4550, Training Loss= 2.638365, Accuracy Top1 = 0.3125, Top5 = 0.6562
-Iter 4550, Validation Loss= 3.334901, Accuracy Top1 = 0.2656, Top5 = 0.5469
-Iter 4600, Training Loss= 3.053382, Accuracy Top1 = 0.1875, Top5 = 0.5312
-Iter 4600, Validation Loss= 2.619836, Accuracy Top1 = 0.2812, Top5 = 0.6562
-Iter 4650, Training Loss= 2.518802, Accuracy Top1 = 0.3750, Top5 = 0.5781
-Iter 4650, Validation Loss= 3.029563, Accuracy Top1 = 0.2344, Top5 = 0.5312
-Iter 4700, Training Loss= 2.596753, Accuracy Top1 = 0.3438, Top5 = 0.6719
-Iter 4700, Validation Loss= 3.030939, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 4750, Training Loss= 2.639694, Accuracy Top1 = 0.3438, Top5 = 0.6094
-Iter 4750, Validation Loss= 3.085294, Accuracy Top1 = 0.2188, Top5 = 0.5312
-Iter 4800, Training Loss= 2.917819, Accuracy Top1 = 0.2500, Top5 = 0.5625
-Iter 4800, Validation Loss= 3.197959, Accuracy Top1 = 0.2188, Top5 = 0.5156
-Iter 4850, Training Loss= 2.904664, Accuracy Top1 = 0.2344, Top5 = 0.6562
-Iter 4850, Validation Loss= 2.896701, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 4900, Training Loss= 2.853656, Accuracy Top1 = 0.2344, Top5 = 0.5781
-Iter 4900, Validation Loss= 2.670556, Accuracy Top1 = 0.3594, Top5 = 0.6562
-Iter 4950, Training Loss= 2.682242, Accuracy Top1 = 0.2812, Top5 = 0.6250
-Iter 4950, Validation Loss= 2.669241, Accuracy Top1 = 0.3750, Top5 = 0.6250
-Iter 5000, Training Loss= 2.714511, Accuracy Top1 = 0.3281, Top5 = 0.6250
-Iter 5000, Validation Loss= 2.845460, Accuracy Top1 = 0.2500, Top5 = 0.5625
-Iter 5050, Training Loss= 2.891505, Accuracy Top1 = 0.2969, Top5 = 0.6406
-Iter 5050, Validation Loss= 2.853448, Accuracy Top1 = 0.2969, Top5 = 0.5469
-Iter 5100, Training Loss= 2.519107, Accuracy Top1 = 0.2812, Top5 = 0.6875
-Iter 5100, Validation Loss= 2.684769, Accuracy Top1 = 0.3750, Top5 = 0.6094
-Iter 5150, Training Loss= 3.052125, Accuracy Top1 = 0.2500, Top5 = 0.4844
-Iter 5150, Validation Loss= 2.837778, Accuracy Top1 = 0.3125, Top5 = 0.6250
-Iter 5200, Training Loss= 2.885230, Accuracy Top1 = 0.2188, Top5 = 0.5469
-Iter 5200, Validation Loss= 2.857988, Accuracy Top1 = 0.2656, Top5 = 0.4688
-Iter 5250, Training Loss= 2.842762, Accuracy Top1 = 0.3281, Top5 = 0.5781
-Iter 5250, Validation Loss= 2.850933, Accuracy Top1 = 0.2188, Top5 = 0.5781
-Iter 5300, Training Loss= 2.891682, Accuracy Top1 = 0.2188, Top5 = 0.5781
-Iter 5300, Validation Loss= 2.771497, Accuracy Top1 = 0.2812, Top5 = 0.5625
-Iter 5350, Training Loss= 2.755097, Accuracy Top1 = 0.3125, Top5 = 0.6875
-Iter 5350, Validation Loss= 2.865734, Accuracy Top1 = 0.3125, Top5 = 0.6094
-Iter 5400, Training Loss= 2.596199, Accuracy Top1 = 0.3125, Top5 = 0.6250
-Iter 5400, Validation Loss= 3.038368, Accuracy Top1 = 0.2656, Top5 = 0.6094
-Iter 5450, Training Loss= 2.683056, Accuracy Top1 = 0.2969, Top5 = 0.6094
-Iter 5450, Validation Loss= 3.132044, Accuracy Top1 = 0.1875, Top5 = 0.5156
-Iter 5500, Training Loss= 2.569911, Accuracy Top1 = 0.3594, Top5 = 0.6719
-Iter 5500, Validation Loss= 2.892294, Accuracy Top1 = 0.2500, Top5 = 0.5781
-Iter 5550, Training Loss= 2.575749, Accuracy Top1 = 0.3125, Top5 = 0.6094
-Iter 5550, Validation Loss= 2.584376, Accuracy Top1 = 0.3438, Top5 = 0.6719
-Iter 5600, Training Loss= 2.937182, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 5600, Validation Loss= 2.648846, Accuracy Top1 = 0.3125, Top5 = 0.6562
-Iter 5650, Training Loss= 2.673933, Accuracy Top1 = 0.3750, Top5 = 0.6875
-Iter 5650, Validation Loss= 2.767733, Accuracy Top1 = 0.3594, Top5 = 0.6250
-Iter 5700, Training Loss= 2.409197, Accuracy Top1 = 0.3906, Top5 = 0.6562
-Iter 5700, Validation Loss= 2.218383, Accuracy Top1 = 0.4688, Top5 = 0.7812
-Iter 5750, Training Loss= 2.942879, Accuracy Top1 = 0.2344, Top5 = 0.5625
-Iter 5750, Validation Loss= 2.450692, Accuracy Top1 = 0.3125, Top5 = 0.6875
-Iter 5800, Training Loss= 2.889424, Accuracy Top1 = 0.2188, Top5 = 0.5938
-Iter 5800, Validation Loss= 2.805082, Accuracy Top1 = 0.3594, Top5 = 0.6094
-Iter 5850, Training Loss= 2.698170, Accuracy Top1 = 0.3281, Top5 = 0.5938
-Iter 5850, Validation Loss= 2.536426, Accuracy Top1 = 0.3750, Top5 = 0.6719
-Iter 5900, Training Loss= 2.507679, Accuracy Top1 = 0.3281, Top5 = 0.7031
-Iter 5900, Validation Loss= 2.732884, Accuracy Top1 = 0.2969, Top5 = 0.6406
-Iter 5950, Training Loss= 2.621495, Accuracy Top1 = 0.3125, Top5 = 0.6406
-Iter 5950, Validation Loss= 3.250943, Accuracy Top1 = 0.2500, Top5 = 0.4219
-Iter 6000, Training Loss= 2.861433, Accuracy Top1 = 0.1719, Top5 = 0.5781
-Iter 6000, Validation Loss= 2.906113, Accuracy Top1 = 0.3281, Top5 = 0.5781
-Iter 6050, Training Loss= 3.304464, Accuracy Top1 = 0.2188, Top5 = 0.4688
-Iter 6050, Validation Loss= 3.211572, Accuracy Top1 = 0.2031, Top5 = 0.5938
-Iter 6100, Training Loss= 2.605497, Accuracy Top1 = 0.3750, Top5 = 0.5781
-Iter 6100, Validation Loss= 2.793561, Accuracy Top1 = 0.2656, Top5 = 0.5938
-Iter 6150, Training Loss= 2.759773, Accuracy Top1 = 0.3438, Top5 = 0.6250
-Iter 6150, Validation Loss= 2.936217, Accuracy Top1 = 0.3125, Top5 = 0.5938
-Iter 6200, Training Loss= 2.723730, Accuracy Top1 = 0.3750, Top5 = 0.6250
-Iter 6200, Validation Loss= 2.640868, Accuracy Top1 = 0.2344, Top5 = 0.6719
-Iter 6250, Training Loss= 2.551727, Accuracy Top1 = 0.3281, Top5 = 0.5625
-Iter 6250, Validation Loss= 3.207417, Accuracy Top1 = 0.2344, Top5 = 0.4844
-Iter 6300, Training Loss= 2.955302, Accuracy Top1 = 0.2031, Top5 = 0.5781
-Iter 6300, Validation Loss= 2.648303, Accuracy Top1 = 0.3750, Top5 = 0.6875
-Iter 6350, Training Loss= 2.621904, Accuracy Top1 = 0.2969, Top5 = 0.6406
-Iter 6350, Validation Loss= 2.600842, Accuracy Top1 = 0.3906, Top5 = 0.5938
-Iter 6400, Training Loss= 2.584610, Accuracy Top1 = 0.3281, Top5 = 0.6250
-Iter 6400, Validation Loss= 2.337934, Accuracy Top1 = 0.3750, Top5 = 0.6875
-Iter 6450, Training Loss= 2.613783, Accuracy Top1 = 0.2812, Top5 = 0.6406
-Iter 6450, Validation Loss= 2.707532, Accuracy Top1 = 0.2812, Top5 = 0.6250
-Iter 6500, Training Loss= 2.772564, Accuracy Top1 = 0.2969, Top5 = 0.6406
-Iter 6500, Validation Loss= 2.047127, Accuracy Top1 = 0.4375, Top5 = 0.7656
-Iter 6550, Training Loss= 2.487078, Accuracy Top1 = 0.3125, Top5 = 0.7344
-Iter 6550, Validation Loss= 2.392314, Accuracy Top1 = 0.3750, Top5 = 0.7656
-Iter 6600, Training Loss= 2.439194, Accuracy Top1 = 0.4375, Top5 = 0.6875
-Iter 6600, Validation Loss= 2.718761, Accuracy Top1 = 0.2656, Top5 = 0.6406
-Iter 6650, Training Loss= 2.255364, Accuracy Top1 = 0.4531, Top5 = 0.7031
-Iter 6650, Validation Loss= 3.032351, Accuracy Top1 = 0.2188, Top5 = 0.5000
-Iter 6700, Training Loss= 2.485835, Accuracy Top1 = 0.3594, Top5 = 0.6406
-Iter 6700, Validation Loss= 2.492473, Accuracy Top1 = 0.3906, Top5 = 0.6094
-Iter 6750, Training Loss= 2.201948, Accuracy Top1 = 0.4375, Top5 = 0.7500
-Iter 6750, Validation Loss= 2.731160, Accuracy Top1 = 0.2812, Top5 = 0.6719
-Iter 6800, Training Loss= 2.537303, Accuracy Top1 = 0.3438, Top5 = 0.6406
-Iter 6800, Validation Loss= 2.536103, Accuracy Top1 = 0.4062, Top5 = 0.6250
-Iter 6850, Training Loss= 2.494071, Accuracy Top1 = 0.3750, Top5 = 0.6719
-Iter 6850, Validation Loss= 2.439681, Accuracy Top1 = 0.3594, Top5 = 0.5781
-Iter 6900, Training Loss= 2.346396, Accuracy Top1 = 0.3125, Top5 = 0.7188
-Iter 6900, Validation Loss= 2.492215, Accuracy Top1 = 0.3906, Top5 = 0.7188
-Iter 6950, Training Loss= 2.404792, Accuracy Top1 = 0.3906, Top5 = 0.7344
-Iter 6950, Validation Loss= 2.548768, Accuracy Top1 = 0.2969, Top5 = 0.6719
-Iter 7000, Training Loss= 2.583585, Accuracy Top1 = 0.3750, Top5 = 0.6094
-Iter 7000, Validation Loss= 2.286383, Accuracy Top1 = 0.4219, Top5 = 0.7031
-Iter 7050, Training Loss= 2.380407, Accuracy Top1 = 0.3750, Top5 = 0.6719
-Iter 7050, Validation Loss= 2.829128, Accuracy Top1 = 0.2812, Top5 = 0.6094
-Iter 7100, Training Loss= 2.608317, Accuracy Top1 = 0.3281, Top5 = 0.6406
-Iter 7100, Validation Loss= 2.550529, Accuracy Top1 = 0.4062, Top5 = 0.6719
-Iter 7150, Training Loss= 2.500537, Accuracy Top1 = 0.3125, Top5 = 0.7188
-Iter 7150, Validation Loss= 2.240685, Accuracy Top1 = 0.4375, Top5 = 0.7656
-Iter 7200, Training Loss= 2.668570, Accuracy Top1 = 0.3438, Top5 = 0.6562
-Iter 7200, Validation Loss= 2.622163, Accuracy Top1 = 0.2656, Top5 = 0.7188
-Iter 7250, Training Loss= 2.374108, Accuracy Top1 = 0.4375, Top5 = 0.6875
-Iter 7250, Validation Loss= 2.577217, Accuracy Top1 = 0.3750, Top5 = 0.6719
-Iter 7300, Training Loss= 2.761586, Accuracy Top1 = 0.3281, Top5 = 0.6094
